"AED Name","AED Address","Detailed location of the AED installed","Location Google Map coordinate: latitude","Location Google Map coordinate: longitude","Whether the AED can be used by anyone","Person allowed to operate the AED","Person who has access to the AED","Ground level categories","Service Hour Remark","AED brand","AED model","AED remark"
"1881 Heritage","2A Canton Road,  Tsim Sha Tsui.","TBE Room",22.295212725658,114.17004162687,Yes,Anyone,"Accompanied By Staff only","Non-street level",,"Cardiac Science","Powerheart G3",
"The Hong Kong Jockey Club","Shop 86, G/F, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui East, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Sub-Division 3, Friendship Court, 12-22 Blue Pool Road, Happy Valley, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK CAMÕES TAN SIU LIN PRIMARY SCHOOL","6 HOI TING ROAD, YAU MA TEI, KOWLOON, HONG KONG","GENERAL OFFICE (MEDICAL ROOM), 1/F",22.314788716625,114.16544912394,Yes,"Staff only","Staff only","Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"The Hong Kong Jockey Club","Shop A2, G/F and 2/F, Sunway Garden, 989 King&amp;#39;s Road, Quarry Bay, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK ANITA L. L. CHAN (CENTENARY) SCHOOL","15 CHI KIANG STREET, TO KWA WAN, KOWLOON","G/F, G06 NURSING ROOM",22.314174645876,114.1904334914,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,Physio-control,"Lifepak CR Plus",
"The Hong Kong Jockey Club","UG and 1/F, Kundamal House, 2-4 Prat Avenue, Tsim Sha Tsui, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK LAW&amp;#39;S FOUNDATION SCHOOL","26 TOWN PARK ROAD SOUTH,YUEN LONG, NEW TERRITORIES.","CORRIDOR NEAR CLASSROOM 5",22.440600488726,114.01716589305,Yes,"Trained Personnel Only",Anyone,"Street level",,"Cardiac Science","Powerheart AED G3 (Fully-auto)",
"PO LEUNG KUK CHOW HUNG PIU DAY CARE CENTRE FOR THE ELDERLY","M./F., GIC. BUILDING, OLYMPIAN CITY ONE, 11 HOI FAI ROAD, TAI KOK TSUI, KOWLOON.","Beside Reception Centre",22.319912587482,114.15777569325,Yes,Anyone,Anyone,"Non-street level",,,,
"The Hong Kong Jockey Club","G/F, Shop G8A and G8C, Site 1, Whampoa Garden, 121 Baker Street, Hung Hom, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK MR.&amp;MRS CHAN PAK KEUNG TSING YI SCHOOL","NO.2 TSING CHIN STREET, TSING YI","OUTSIDE ROOM 101@ 1/F",22.3486056,114.1035242,Yes,Anyone,Anyone,"Non-street level",,physio-control,"Lifepak CR Plus (Fully-auto)",
"The Hong Kong Jockey Club","G/F, Phase I, Kaiser Estate, 37-39 Man Yue Street, Hung Hom, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Wearbest Building, 62A To Kwa Wan Road, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK YU LEE MO FAN MEMORIAL SCHOOL","G/F &amp; 1/F, TUNG LAM COURT, HING TUNG ESTATE, SHAUKIEWAN, HONG KONG","NURSE ROOM",22.28012949692,114.22036609937,Yes,"Trained Personnel Only","Staff only","Street level",,Physio-control,"Lifepak CR Plus",
"The Hong Kong Jockey Club","G/F, 79-83 Pak Tai Street, To Kwa Wan, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Yue Man Mansion, 15-17 Hong Ling Road, Kwun Tong, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK TIN KA PING PRIMARY SCHOOL","AREA 6, WAN TAU TONG ESTATE, TAI PO","IN MEDICAL ROOM ON 1/F",22.441549,114.167042,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Physio-Control,"Lifepak CR Plus (Fully Auto)",
"PO LEUNG KUK CHOI KAI YAU SCHOOL","NO.6 CALDECOTT ROAD, PIPER&amp;#39;S HILL, KOWLOON","G/F SECURITY CONTROL ROOM",22.3445397,114.1484349,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,Defibtech,"Lifeline AED-DCF-E110 (Cantonese) (Semi-auto)",
"The Hong Kong Jockey Club","G/F, Shui Wo House, 35-43 Ka Lok Street, Kwun Tong, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK LI SHIU CHUNG MEMORIAL REHABILITATION CENTRE","7 YAU TING STREET, TAI WAI, SHATIN","1/F, Nursing Room, Emergency trolly",22.373038,114.1712376,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Heart Guardian",HR-501,
"The Hong Kong Jockey Club","G/F, 19-21 Shung Ling Street, San Po Kong, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","Shops G28- G52, Yau Tong Centre, 1 Ka Wing Street, Yau Tong, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK Y C CHENG CENTRE","9 YAU TING STREET, TAI WAI, SHATIN","Inside 1/F Hall near entrance",22.373072875723,114.17186895767,Yes,"Trained Personnel Only","Staff only","Non-street level",,Philips,"HS1 (Semi-auto)",
"The Hong Kong Jockey Club","1/F, Richland Gardens Shopping Centre, 80 Wang Kwong Road, Kowloon Bay, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","1/F, Shop 4, Telford House, 16 Wang Hoi Road, Kowloon Bay, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Wing Ying Building, 257-269 Kwun Tong Road, Ngau Tau Kok, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK LAU CHAN SIU PO DISTRICT ELDERLY COMMUNITY CENTRE","1/F LAM TIN COMPLEX &amp; G/F TAK YAN HOUSE, TAK TIN ESTATE, 223 PIK WAN ROAD, LAM TIN, KOWLOON","1/F IN THE CABINET UNDERNEATH THE FIRE CONTROL PANEL",22.308256,114.239607,Yes,"Trained Personnel Only","Staff only","Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"The Hong Kong Jockey Club","Shop 201-202, 1/F, Po Lam Shopping Centre, Po Lam Estate, Tseung Kwan O, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","Shop 1B, G/F, Kai Tin Shopping Centre, Lam Tin Estate, Lam Tin, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK SAI YING PUN HOME FOR THE ELDERLY CUM DAY CARE CENTRE FOR THE ELDERLY","G/F, 2/F, 3/F AND 5/F, 8 FIRST STREET, SAI YING PUN, HONG KONG","Nursing Station, 2/F , 8 FIRST STREET (Entrance at  Second Street)",22.286304026396,114.143142751,Yes,"Trained Personnel Only","Staff only","Street level",,Physio-control,"Lifepak 1000 (Semi-auto)",
"The Hong Kong Jockey Club","Level 3, Shop 236, Sheung Tak Shopping Plaza, Sheung Tak Estate, Tseung Kwan O, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK TONG NAI KAN JUNIOR SECONDARY COLLEGE","11 MEI LAI ROAD, MEI FOO","1/F MEDICAL ROOM",22.3388878,114.1408698,Yes,"Trained Personnel Only",Anyone,"Non-street level",,"Cardiac Science","PowerHeart G3( Fully-auto)",
"The Hong Kong Jockey Club","Level 1, Sau Mau Ping Shopping Centre, Sau Mau Ping Estate, Sau Ming Road, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK MR.&amp;MRS CHAN PAK KEUNG TSING YI SCHOOL","NO.2 TSING CHIN STREET, TSING YI","OUTSIDE ROOM G25",22.3486056,114.1035242,Yes,Anyone,Anyone,"Street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"The Hong Kong Jockey Club","G/F, 137-139 Kweilin Street, Sham Shui Po, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Cheong Wai Building, 62-66 Portland Street, Yau Ma Tei, Kowloon.","Inside HKJC Off-course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, 251-255 Yu Chau Street, Sham Shui Po, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Tai Chung Building, 79-83 Ivy Street, Tai Kok Tsui, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"Medicare Alliance Limited","Unit 02, 12/F, Kwai Cheong Centre, No.50 Kwai Cheong Road, Kwai Chung, New Territories, Hong Kong","Inside office near meeting room",22.363723182835,114.13266994233,Yes,Anyone,"Accompanied By Staff only","Non-street level",,Physio-control,"Lifepak 1000(Semi-auto)",
"PO LEUNG KUK PADMA &amp; HARI HARILELA INTEGRATED REHABILITATION CENTRE","310, KWAI SHING CIRCUIT, KWAI CHUNG, NT","6/F Nursing Station, Emergency trolly",22.360644741916,114.12481451839,Yes,"Staff only","Staff only","Non-street level",,Philips,"FR3 (Semi-auto)",
"The Hong Kong Jockey Club","M/F, Nathan Centre, 580 Nathan Road, Mong Kok, Kowloon.","Inside HKJC Off-course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK MRS. CHAN NAM CHONG MEMORIAL PRIMARY SCHOOL","30 HONG LEUNG STREET, SAN PO KONG, KOWLOON, HK","1/F OFFICE (MEDICAL ROOM)",22.334998326785,114.19653971853,Yes,"Trained Personnel Only","Staff only","Non-street level",,Philips,"HS1 (Semi-auto)",
"The Hong Kong Jockey Club","Shop B, 1/F and G/F, Newish Mansion, 763-767 Nathan Road, Prince Edward, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Non-street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","Shop 25, G/F, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","Shops 23-24, G/F, Po Tin Building, 39 Wai Chi Street, Shek Kip Mei, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, 213-219 and 223-225 Shanghai Street, Yau Ma Tei, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK PADMA &amp; HARI HARILELA INTEGRATED REHABILITATION CENTRE","310, KWAI SHING CIRCUIT, KWAI CHUNG, NT","1/F Nursing Station, Emergency trolly",22.360639780862,114.12482122391,Yes,"Staff only","Staff only","Non-street level",,Philips,"FR3 (Semi-auto)",
"The Hong Kong Jockey Club","G-2/F, Argyle House, 45 Argyle Street, Mong Kok, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Po Hang Building, 2 - 6 Dundas Street, Mong Kok, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G-1/F, Ka Shun Building, 196 Tai Po Road, Shek Kip Mei, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Hung Wan Building, 31-35 Cheung Sha Wan Road, Prince Edward, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK PADMA &amp; HARI HARILELA INTEGRATED REHABILITATION CENTRE","310, KWAI SHING CIRCUIT, KWAI CHUNG, NT","G/F Reception",22.360603813212,114.12494862884,Yes,"Staff only","Staff only","Street level",,Philips,"FR3 (Semi-auto)",
"The Hong Kong Jockey Club","G-1/F, Pak Sing Building, 27-41 Tong Mei Road, Mong Kok, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Ho Kwan Building, 48-50 Jordan Road, Kowloon.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK LO YAU YUK SHEUNG NEIGHBOURHOOD ELDERLY CENTRE","3/F, KELLY COMMERCIAL CENTRE, 570-572 NATHAN ROAD, YAU MA TEI, KOWLOON","3/F, KELLY COMMERCIAL CENTRE",22.315014992669,114.17030527933,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Physio-control,"Lifepak CR Plus",
"The Hong Kong Jockey Club","G/F, Kong Chian Tower, 3-7 Whitty Street, Western, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","Shop A, G/F, Harbour View Villa, 13 Mui Wo Ferry Pier Road, Mui Wo, Lantau Island.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Po Thai Building, Shop 5, 9 Possession Street, Sheung Wan, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK TIN SHUI WAI REHABILITATION CENTRE","3/F &amp; 4/F, TIN SHUI WAI COMMUNITY HEALTH CENTRE, 3 TIN YIP ROAD, TIN SHUI WAI, N.T.","3/F TIN SHUI WAI COMMUNITY HEALTH CENTRE",22.465243107325,114.00601949207,Yes,"Staff only","Staff only","Non-street level",,Philips,"HS1 (Semi-auto)",
"The Hong Kong Jockey Club","G/F, 118 Connaught Road West, Shop 6-8, No. 118 Connaught Road West, Sheung Wan, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"WING LUNG BANK GOLDEN JUBLIEE SHELTERED WORKSHOP &amp; HOSTEL","NO. 33, RAZOR HILL ROAD, SAI KUNG","CABINET, G/F CANTEEN FRONT DOOR LEFT",22.336666904821,114.24905839021,Yes,"Trained Personnel Only",Anyone,"Non-street level",,"Cardiac Science","G3  PowerHeart (Fully-auto)",
"The Hong Kong Jockey Club","G/F, Unit A1, CMA Building, 64 Connaught Road Central, Central, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK KWOK LAW KWAI CHUN HOME FOR THE ELDERLY","G/F TO 4/F AND PORTION OF ROOF, 28 KO SHING STEET, SHEUNG WAN, HK","1/F NURSING STATION",22.287104,114.1466621,Yes,"Trained Personnel Only",Anyone,"Non-street level",,Physio-control,"Lifepak CR Plus (Fully auto)",
"The Hong Kong Jockey Club","G/F, Yardley Commercial Building, 3 Connaught Road West, Sheung Wan, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, Jade Court, Shops 7A &amp; 8 - 17, 35A Belcher&amp;#39;s Street, Western, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"LAU CHAN SIU PO INTEGRATED REHABILITATION CENTRE","5/F, ANCILLARY FACILITIES BLOCK, TIN YAN ESTATE, TIN SHUI WAI, N.T.","NURSE STATION, 5/F, ANCILLARY FACILITIES BLOCK, TIN YAN ESTATE, TIN SHUI WAI, N.T.",22.463669701641,113.99668712268,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Philips,"HS1 (Semi-auto)",
"The Hong Kong Jockey Club","LG/F, Yen Shing Mansion, 56-62 Shek Pai Wan Road, Tin Wan, Aberdeen, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F Lot 1148 Peak Road (No. 59), Lin Fu Yuen, Cheung Chau, Hong Kong.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK COMFORT COURT FOR THE SENIOR CUM EVERGREEN DAY CARE CENTRE FOR THE ELDERLY","G/F, 2-7/F, SING WO HOUSE, KWAI SHING EAST ESTATE, KWAI CHUNG N.T.","G/F DAY CARE CENTRE, Nursing Station, Emergency Trolly",22.365539262277,114.12708398777,Yes,"Staff only","Staff only","Non-street level",,"Cardiac Science","PowerHeart G3 (Semi-auto)",
"The Hong Kong Jockey Club","Shops 8-10 Tai Kung Town Villa, 22-40 Fuk Man Road, Sai Kung, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"PO LEUNG KUK LAU CHAN SIU PO NEIGHBOURHOOD ELDERLY CENTRE","RM 109-120, FAI WAH HOUSE, LOK WAH SOUTH ESTATE, &amp; RM 101-102 &amp; 105-108, LAP WAH HOUSE, LOK WAH NORTH ESTATE, KWUN TONG",RECEPTION,22.322370536626,114.22003900308,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Philips,"HS1 (Semi-auto)",
"The Hong Kong Jockey Club","G/F, Luen Wo Market, 1-3 Luen Cheong Street, Fanling, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"The Hong Kong Jockey Club","G/F, 134-140A San Fung Avenue, Sheung Shui, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"Olympian City 3","1 Hoi Wang Road, West Kowloon","Concierge, UG/F",22.317667741414,114.16461219301,Yes,"Staff only","Staff only","Non-street level",,,,
"The Hong Kong Jockey Club","G/F, Tai Po Commercial Centre, 158-172 Kwong Fuk Road, Tai Po, N.T.","Inside HKJC Off-Course Betting Branch",0,0,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak 1000","Off-course Betting Branch"
"Skyline Tower","39 Wang Kwong Road, Kowloon Bay","Concierge, G/F",22.326326254651,114.20531396194,Yes,"Staff only","Staff only","Street level",,"Cardiac Science","G3 Plus (Fully-auto)",
